TAZID,commercial,resident,industrial,public,transport,other
2554,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2555,0.164995,0.158655,0.164095,0.155635,0.183996,0.172624
2556,0.163313,0.15786,0.164672,0.156232,0.185062,0.17286
2557,0.166838,0.159903,0.162579,0.155467,0.182649,0.172564
2558,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2559,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2560,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2561,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2562,0.162295,0.157509,0.165206,0.156282,0.186225,0.172484
2563,0.161634,0.156903,0.165282,0.156202,0.187398,0.172581
2564,0.158189,0.154654,0.166259,0.155336,0.192837,0.172724
2565,0.157932,0.154144,0.166867,0.154529,0.194295,0.172233
2566,0.162403,0.157526,0.165181,0.156162,0.186218,0.17251
2567,0.158841,0.154698,0.166175,0.155178,0.19194,0.173168
2568,0.166836,0.15993,0.162514,0.155353,0.182607,0.17276
2569,0.160921,0.156475,0.165805,0.15558,0.1889,0.172318
2570,0.169624,0.162226,0.159732,0.15528,0.18109,0.172049
2571,0.158417,0.153962,0.166679,0.154819,0.193556,0.172567
2572,0.167047,0.159688,0.162331,0.155532,0.182348,0.173055
2573,0.163195,0.158091,0.164849,0.155684,0.186343,0.171837
2574,0.158703,0.154784,0.166351,0.155223,0.191933,0.173005
2575,0.158823,0.154803,0.16632,0.154932,0.191895,0.173227
2576,0.168381,0.161303,0.161018,0.155344,0.182005,0.171949
2577,0.15851,0.154372,0.166687,0.15499,0.192803,0.172638
2578,0.160263,0.156227,0.165767,0.155734,0.189416,0.172593
2579,0.158521,0.154257,0.166447,0.154894,0.193025,0.172855
2580,0.161389,0.156642,0.165384,0.156184,0.187737,0.172665
2581,0.163284,0.157849,0.164931,0.156169,0.185344,0.172423
2582,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2583,0.158502,0.154156,0.166557,0.154886,0.193263,0.172636
2584,0.169619,0.162133,0.159729,0.15532,0.180941,0.172258
2585,0.158541,0.154468,0.166287,0.155252,0.192838,0.172613
2586,0.160956,0.156605,0.165737,0.155783,0.188342,0.172578
2587,0.171209,0.163654,0.157902,0.154768,0.180222,0.172244
2588,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2589,0.165338,0.159141,0.163821,0.155402,0.184204,0.172096
2590,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2591,0.161485,0.156688,0.165372,0.156224,0.187533,0.172699
2592,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2593,0.166659,0.159964,0.162673,0.155445,0.18328,0.171979
2594,0.166598,0.159993,0.162669,0.155429,0.183126,0.172185
2595,0.164959,0.158683,0.164216,0.155514,0.184216,0.172412
2596,0.163213,0.157876,0.164867,0.156064,0.185706,0.172275
2597,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2598,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2599,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2600,0.164982,0.158466,0.164213,0.155747,0.183815,0.172778
2601,0.162003,0.156911,0.165428,0.156074,0.186986,0.172599
2602,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2603,0.163197,0.158128,0.164884,0.155549,0.186455,0.171788
2604,0.169813,0.161904,0.159829,0.15537,0.180815,0.172269
2605,0.160905,0.156683,0.165724,0.155539,0.18877,0.172379
2606,0.158925,0.154547,0.166507,0.154951,0.1922,0.17287
2607,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2608,0.158543,0.154424,0.166449,0.155074,0.192732,0.172779
2609,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2610,0.16677,0.15992,0.162452,0.155586,0.182549,0.172723
2611,0.158919,0.15432,0.166432,0.155195,0.192323,0.172811
2612,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2613,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2614,0.163138,0.158177,0.164884,0.156062,0.18494,0.172798
2615,0.163343,0.157924,0.164804,0.155902,0.185292,0.172735
2616,0.161284,0.156493,0.165628,0.155978,0.187951,0.172666
2617,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2618,0.169534,0.162508,0.159716,0.155075,0.181474,0.171693
2619,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2620,0.158509,0.154499,0.166622,0.154823,0.192779,0.172767
2621,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2622,0.160928,0.156552,0.165741,0.156029,0.188321,0.172429
2623,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2624,0.168364,0.161207,0.161192,0.155248,0.182084,0.171905
2625,0.158339,0.15428,0.16689,0.154527,0.193053,0.172912
2626,0.158636,0.154548,0.166415,0.154961,0.19256,0.172879
2627,0.161135,0.156497,0.165827,0.155595,0.188334,0.172613
2628,0.163435,0.157876,0.164742,0.155977,0.185204,0.172765
2629,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2630,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2631,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2632,0.166607,0.160011,0.162708,0.155297,0.183127,0.17225
2633,0.158705,0.154632,0.166677,0.15481,0.192252,0.172923
2634,0.166357,0.160163,0.162349,0.155705,0.183317,0.172109
2635,0.166775,0.159855,0.162567,0.155326,0.182961,0.172515
2636,0.158647,0.154317,0.166369,0.15514,0.192677,0.172849
2637,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2638,0.160638,0.156248,0.165663,0.156007,0.188795,0.172648
2639,0.163285,0.157927,0.164816,0.156137,0.185139,0.172697
2640,0.164774,0.158858,0.164158,0.15543,0.184534,0.172246
2641,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2642,0.166924,0.159908,0.162569,0.15534,0.182789,0.17247
2643,0.16641,0.160169,0.162611,0.155443,0.183559,0.171808
2644,0.169519,0.162427,0.159648,0.155234,0.181263,0.17191
2645,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2646,0.163172,0.158007,0.164992,0.156055,0.185197,0.172577
2647,0.16332,0.158002,0.164819,0.155807,0.185376,0.172676
2648,0.16114,0.156635,0.165692,0.155928,0.187997,0.172609
2649,0.163893,0.157954,0.164411,0.156391,0.184388,0.172964
2650,0.166749,0.159961,0.162448,0.155776,0.182665,0.172401
2651,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2652,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2653,0.158484,0.154577,0.166867,0.154815,0.192254,0.173002
2654,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2655,0.164984,0.158586,0.164199,0.155799,0.183634,0.172796
2656,0.164947,0.158788,0.16411,0.155527,0.184105,0.172523
2657,0.157764,0.153971,0.167193,0.154938,0.193782,0.172353
2658,0.166842,0.1599,0.162642,0.155462,0.18319,0.171965
2659,0.161882,0.157069,0.165379,0.156135,0.18703,0.172506
2660,0.158724,0.154571,0.166586,0.15492,0.192363,0.172837
2661,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2662,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2663,0.158573,0.154413,0.16656,0.154912,0.192708,0.172833
2664,0.166507,0.160038,0.162607,0.155389,0.183297,0.172162
2665,0.158651,0.154409,0.166476,0.155056,0.192581,0.172827
2666,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2667,0.162002,0.157242,0.165102,0.156211,0.18676,0.172682
2668,0.169563,0.162398,0.159619,0.155257,0.181137,0.172026
2669,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2670,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2671,0.161123,0.156707,0.165509,0.155834,0.188196,0.17263
2672,0.166829,0.159957,0.162795,0.155032,0.183137,0.17225
2673,0.161742,0.157165,0.16544,0.155837,0.187096,0.172721
2674,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2675,0.16953,0.162263,0.159676,0.155395,0.181111,0.172026
2676,0.160676,0.156154,0.165968,0.155558,0.189042,0.172602
2677,0.166506,0.160135,0.162627,0.155346,0.183493,0.171893
2678,0.164931,0.158763,0.164232,0.155537,0.184256,0.17228
2679,0.161189,0.156635,0.165667,0.155796,0.188107,0.172606
2680,0.158699,0.154614,0.166476,0.155081,0.192123,0.173007
2681,0.15889,0.154887,0.165987,0.155775,0.191254,0.173207
2682,0.161739,0.157267,0.165234,0.156056,0.187141,0.172564
2683,0.158185,0.154101,0.166899,0.154568,0.193707,0.17254
2684,0.163318,0.157902,0.16499,0.156046,0.185378,0.172365
2685,0.163234,0.158067,0.165009,0.155703,0.185755,0.17223
2686,0.163634,0.158224,0.164383,0.156143,0.184569,0.173047
2687,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2688,0.161832,0.156885,0.165471,0.155976,0.187086,0.17275
2689,0.158509,0.154303,0.166623,0.154851,0.192865,0.17285
2690,0.159006,0.154692,0.166086,0.156553,0.190816,0.172847
2691,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2692,0.16318,0.15799,0.164872,0.155996,0.185654,0.172308
2693,0.166441,0.160283,0.162674,0.155531,0.183452,0.171619
2694,0.158329,0.154185,0.166793,0.154784,0.193311,0.172598
2695,0.169631,0.162405,0.159857,0.154987,0.181494,0.171626
2696,0.163297,0.157962,0.16476,0.155947,0.185014,0.17302
2697,0.166647,0.159952,0.162625,0.15548,0.183016,0.172279
2698,0.163508,0.158007,0.164586,0.156196,0.184833,0.17287
2699,0.161814,0.157063,0.165409,0.155923,0.187322,0.172468
2700,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2701,0.16715,0.159764,0.162586,0.155152,0.1825,0.172849
2702,0.165137,0.158707,0.164011,0.155549,0.183912,0.172683
2703,0.166599,0.160229,0.162491,0.155467,0.183611,0.171603
2704,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2705,0.16328,0.157981,0.164809,0.156022,0.185433,0.172475
2706,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2707,0.16036,0.156139,0.165879,0.155493,0.189445,0.172684
2708,0.159006,0.154692,0.166086,0.156553,0.190816,0.172847
2709,0.166771,0.160067,0.162404,0.15554,0.182524,0.172695
2710,0.158815,0.154938,0.166321,0.1555,0.1914,0.173026
2711,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2712,0.161374,0.156748,0.165364,0.156163,0.187683,0.172667
2713,0.16489,0.158704,0.164237,0.155486,0.184385,0.172297
2714,0.166678,0.15972,0.162753,0.155453,0.182628,0.172768
2715,0.158772,0.154511,0.166511,0.15493,0.192528,0.172748
2716,0.158424,0.154562,0.166628,0.154824,0.192771,0.172791
2717,0.164941,0.1587,0.164121,0.155667,0.184026,0.172545
2718,0.158828,0.154389,0.166384,0.155448,0.192207,0.172744
2719,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2720,0.158647,0.154476,0.166761,0.154799,0.192582,0.172735
2721,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2722,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2723,0.161976,0.156869,0.165475,0.155879,0.187357,0.172444
2724,0.158703,0.154676,0.166437,0.155212,0.192042,0.17293
2725,0.163581,0.157905,0.164744,0.155908,0.184798,0.173064
2726,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2727,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2728,0.16189,0.156893,0.16553,0.156076,0.187266,0.172344
2729,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2730,0.160352,0.15626,0.166236,0.155142,0.189672,0.172337
2731,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2732,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2733,0.164916,0.158782,0.164104,0.155502,0.184411,0.172286
2734,0.161105,0.156588,0.165643,0.155657,0.188354,0.172654
2735,0.162211,0.157224,0.165243,0.156302,0.186444,0.172577
2736,0.158855,0.154816,0.166268,0.155137,0.191678,0.173247
2737,0.158654,0.154296,0.166427,0.154977,0.192763,0.172884
2738,0.163408,0.157968,0.164885,0.155714,0.185134,0.172889
2739,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2740,0.160785,0.156574,0.165895,0.155402,0.189161,0.172184
2741,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2742,0.163274,0.15799,0.16475,0.155973,0.18537,0.172644
2743,0.161838,0.157069,0.16538,0.156187,0.187145,0.172381
2744,0.160581,0.156351,0.165779,0.155808,0.18893,0.172551
2745,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2746,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2747,0.159012,0.154922,0.166118,0.155789,0.191112,0.173047
2748,0.163553,0.157997,0.164597,0.156081,0.184738,0.173034
2749,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2750,0.161351,0.156562,0.165579,0.155936,0.187906,0.172667
2751,0.163185,0.157998,0.164818,0.156046,0.185451,0.172502
2752,0.161604,0.157177,0.165511,0.155897,0.18762,0.172191
2753,0.158725,0.154553,0.166213,0.155165,0.192233,0.17311
2754,0.163284,0.157887,0.164805,0.156055,0.185404,0.172565
2755,0.169606,0.162389,0.159648,0.15528,0.181295,0.171781
2756,0.16491,0.158768,0.164161,0.155574,0.184145,0.172443
2757,0.163322,0.15799,0.164727,0.156276,0.184928,0.172757
2758,0.166718,0.160079,0.162482,0.15553,0.182998,0.172193
2759,0.16201,0.157175,0.16535,0.156043,0.186778,0.172643
2760,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2761,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2762,0.166763,0.159917,0.162458,0.155671,0.182544,0.172648
2763,0.158412,0.154593,0.166577,0.155237,0.192424,0.172758
2764,0.1683,0.161354,0.161051,0.155226,0.182217,0.171852
2765,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2766,0.162035,0.157021,0.1654,0.156129,0.186791,0.172624
2767,0.163378,0.157991,0.164547,0.156386,0.184924,0.172773
2768,0.158884,0.154256,0.166853,0.155018,0.192609,0.17238
2769,0.158238,0.154631,0.166857,0.154933,0.192367,0.172973
2770,0.165505,0.159085,0.163699,0.155413,0.183785,0.172513
2771,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2772,0.162024,0.157057,0.165286,0.156218,0.186807,0.172608
2773,0.16245,0.157409,0.165169,0.156162,0.186178,0.172632
2774,0.161127,0.15651,0.165805,0.155694,0.188329,0.172535
2775,0.169703,0.162301,0.159724,0.155094,0.18118,0.171998
2776,0.1618,0.157017,0.165578,0.155832,0.187356,0.172418
2777,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2778,0.16319,0.158152,0.164916,0.155864,0.185392,0.172487
2779,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2780,0.166955,0.159765,0.162535,0.1556,0.182388,0.172757
2781,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2782,0.158797,0.155028,0.166012,0.15538,0.191525,0.173257
2783,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2784,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2785,0.161671,0.156952,0.165446,0.155921,0.187522,0.172488
2786,0.160793,0.156594,0.165905,0.155527,0.189151,0.17203
2787,0.157324,0.153592,0.167433,0.154339,0.196208,0.171103
2788,0.164956,0.158794,0.164122,0.155567,0.183921,0.17264
2789,0.164882,0.158742,0.164153,0.155505,0.184167,0.17255
2790,0.158733,0.155002,0.166415,0.155356,0.191264,0.17323
2791,0.161788,0.157151,0.1653,0.156154,0.18719,0.172418
2792,0.16965,0.162282,0.159773,0.155307,0.181142,0.171846
2793,0.15891,0.154842,0.166296,0.155441,0.191454,0.173056
2794,0.166769,0.159936,0.162669,0.155435,0.182697,0.172493
2795,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2796,0.158961,0.154726,0.166423,0.155282,0.191566,0.173042
2797,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2798,0.163189,0.158119,0.164765,0.156046,0.185341,0.17254
2799,0.166248,0.160348,0.162669,0.15526,0.183944,0.171532
2800,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2801,0.158933,0.154646,0.166096,0.155447,0.19188,0.172998
2802,0.165027,0.15875,0.16411,0.155551,0.184087,0.172476
2803,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2804,0.171228,0.163676,0.157936,0.154652,0.18033,0.172178
2805,0.163262,0.158189,0.164965,0.155843,0.185272,0.172469
2806,0.160937,0.156605,0.165844,0.15575,0.188546,0.172317
2807,0.163167,0.15795,0.164907,0.156183,0.185076,0.172717
2808,0.166696,0.15969,0.162533,0.1557,0.182719,0.172662
2809,0.161681,0.156981,0.165543,0.156044,0.187378,0.172372
2810,0.158512,0.154292,0.166674,0.154943,0.19287,0.172709
2811,0.166499,0.160079,0.162584,0.155507,0.183262,0.17207
2812,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2813,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2814,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2815,0.158769,0.154893,0.166227,0.155152,0.191775,0.173184
2816,0.166534,0.160097,0.162599,0.155436,0.183124,0.17221
2817,0.158515,0.154502,0.166647,0.154803,0.192574,0.172959
2818,0.158783,0.154815,0.166116,0.155496,0.19191,0.172879
2819,0.164945,0.158735,0.164189,0.155461,0.184396,0.172274
2820,0.171248,0.16356,0.157997,0.154673,0.180155,0.172368
2821,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2822,0.162334,0.157505,0.165185,0.15622,0.186351,0.172404
2823,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2824,0.161767,0.157144,0.165359,0.156031,0.187252,0.172447
2825,0.164346,0.158458,0.164266,0.155867,0.184365,0.172698
2826,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2827,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2828,0.166491,0.160169,0.162426,0.155358,0.183598,0.171958
2829,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2830,0.158994,0.15494,0.166495,0.155404,0.19124,0.172928
2831,0.16668,0.160046,0.162793,0.155405,0.182892,0.172184
2832,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2833,0.1665,0.160043,0.162706,0.155333,0.183421,0.171997
2834,0.166684,0.160055,0.162528,0.15538,0.183052,0.172301
2835,0.163315,0.158006,0.164896,0.155927,0.185362,0.172494
2836,0.160875,0.156491,0.165848,0.155777,0.188794,0.172214
2837,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2838,0.165166,0.158744,0.164088,0.155556,0.183815,0.17263
2839,0.166823,0.159833,0.162594,0.155307,0.183042,0.172402
2840,0.158994,0.154749,0.166143,0.155425,0.191758,0.17293
2841,0.158571,0.15428,0.166514,0.154898,0.192997,0.17274
2842,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2843,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2844,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2845,0.158751,0.15452,0.16653,0.154954,0.192432,0.172814
2846,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2847,0.158806,0.154983,0.166285,0.15523,0.191832,0.172864
2848,0.163665,0.157977,0.164455,0.156173,0.184612,0.173118
2849,0.158526,0.154384,0.166765,0.155221,0.192448,0.172657
2850,0.161395,0.156596,0.165491,0.155981,0.187931,0.172606
2851,0.166438,0.1602,0.162628,0.155287,0.18351,0.171937
2852,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2853,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2854,0.158495,0.154591,0.166517,0.154718,0.192752,0.172927
2855,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2856,0.16026,0.156059,0.165862,0.155656,0.189559,0.172603
2857,0.161853,0.157042,0.165388,0.155924,0.187232,0.17256
2858,0.158275,0.153929,0.166997,0.154489,0.193853,0.172458
2859,0.161832,0.157068,0.165473,0.155929,0.18731,0.172388
2860,0.165332,0.159199,0.163802,0.155423,0.184054,0.17219
2861,0.158739,0.154679,0.166349,0.155513,0.191864,0.172857
2862,0.158739,0.154587,0.166584,0.155164,0.192293,0.172633
2863,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2864,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2865,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2866,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2867,0.158139,0.153789,0.167216,0.154412,0.194173,0.172271
2868,0.160976,0.156693,0.165758,0.155622,0.188399,0.172553
2869,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2870,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2871,0.158789,0.154898,0.166525,0.154548,0.192124,0.173116
2872,0.159131,0.154377,0.166627,0.154998,0.192148,0.172719
2873,0.1603,0.156016,0.166018,0.155634,0.189458,0.172575
2874,0.160681,0.156481,0.165633,0.155796,0.188716,0.172693
2875,0.16336,0.158065,0.164774,0.156143,0.185046,0.172613
2876,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2877,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2878,0.158772,0.154744,0.166192,0.155081,0.192202,0.173009
2879,0.158236,0.154235,0.166973,0.154972,0.193156,0.172428
2880,0.166687,0.15992,0.162618,0.155433,0.183139,0.172205
2881,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2882,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2883,0.158576,0.154383,0.166622,0.154943,0.192833,0.172643
2884,0.158321,0.154071,0.166789,0.154814,0.193409,0.172596
2885,0.163265,0.15787,0.164827,0.156053,0.185269,0.172716
2886,0.158809,0.154672,0.166529,0.154963,0.192111,0.172915
2887,0.161961,0.157147,0.165175,0.156254,0.186721,0.172741
2888,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2889,0.169629,0.162261,0.159755,0.155232,0.180933,0.172191
2890,0.161627,0.157095,0.165466,0.155869,0.18757,0.172372
2891,0.158961,0.154824,0.166214,0.15559,0.191452,0.172959
2892,0.158624,0.154569,0.16655,0.154906,0.192457,0.172894
2893,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2894,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2895,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2896,0.161382,0.156701,0.165621,0.156001,0.187814,0.172481
2897,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2898,0.158751,0.154405,0.166564,0.154973,0.192278,0.173028
2899,0.169681,0.161857,0.159991,0.155085,0.181003,0.172383
2900,0.158457,0.154194,0.166532,0.154963,0.193143,0.17271
2901,0.163385,0.158094,0.16457,0.156066,0.185068,0.172816
2902,0.16168,0.15709,0.16536,0.155907,0.187504,0.172459
2903,0.161295,0.15661,0.165582,0.1559,0.188015,0.172598
2904,0.162203,0.157487,0.165372,0.156098,0.186721,0.172118
2905,0.158795,0.154955,0.166127,0.155371,0.191652,0.1731
2906,0.163104,0.157978,0.164866,0.155989,0.185834,0.172229
2907,0.166388,0.160287,0.162701,0.155327,0.1839,0.171397
2908,0.163408,0.15789,0.164666,0.156006,0.185097,0.172933
2909,0.1669,0.159606,0.162872,0.155353,0.182641,0.172628
2910,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2911,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2912,0.158681,0.154374,0.166454,0.155346,0.192341,0.172803
2913,0.158973,0.154745,0.16597,0.155143,0.191942,0.173227
2914,0.16355,0.15805,0.164534,0.156389,0.184572,0.172904
2915,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2916,0.159211,0.154864,0.166137,0.156532,0.190459,0.172797
2917,0.166991,0.160005,0.162452,0.155566,0.182537,0.172449
2918,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2919,0.162488,0.157482,0.165107,0.156109,0.186096,0.172718
2920,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2921,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2922,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2923,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2924,0.16334,0.157857,0.164643,0.156352,0.184896,0.172912
2925,0.160555,0.156209,0.165938,0.155532,0.189255,0.172511
2926,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2927,0.158932,0.15485,0.16667,0.155449,0.190841,0.173259
2928,0.166637,0.160037,0.162631,0.155255,0.183296,0.172145
2929,0.158946,0.154745,0.166444,0.155255,0.191673,0.172937
2930,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2931,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2932,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2933,0.158779,0.154899,0.166583,0.154957,0.191479,0.173303
2934,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2935,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2936,0.158834,0.154751,0.166293,0.155246,0.191984,0.172893
2937,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2938,0.166717,0.159974,0.162669,0.155418,0.18294,0.172281
2939,0.163345,0.158152,0.164748,0.155857,0.18521,0.172688
2940,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2941,0.161264,0.156642,0.165621,0.155862,0.188048,0.172562
2942,0.164992,0.158595,0.164054,0.155829,0.183901,0.172629
2943,0.158631,0.154427,0.166566,0.154875,0.192772,0.172729
2944,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2945,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2946,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2947,0.163576,0.157964,0.164491,0.156206,0.184822,0.172941
2948,0.163585,0.158094,0.16448,0.156139,0.184711,0.172992
2949,0.161437,0.156787,0.165352,0.156152,0.187495,0.172777
2950,0.158382,0.154303,0.166502,0.155055,0.192971,0.172787
2951,0.161504,0.15719,0.165547,0.15584,0.187701,0.172218
2952,0.169658,0.162308,0.159725,0.155206,0.1813,0.171803
2953,0.162111,0.156979,0.165469,0.15627,0.186703,0.172468
2954,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2955,0.16258,0.15746,0.165053,0.156206,0.185961,0.17274
2956,0.166746,0.159965,0.162662,0.155377,0.182772,0.172478
2957,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2958,0.158606,0.154941,0.166343,0.155758,0.191514,0.172839
2959,0.158344,0.154221,0.166381,0.155293,0.193192,0.172568
2960,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2961,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2962,0.166489,0.160231,0.162642,0.155178,0.183844,0.171615
2963,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2964,0.158478,0.154418,0.166554,0.15479,0.192847,0.172913
2965,0.158569,0.154278,0.166688,0.155037,0.192732,0.172697
2966,0.16057,0.156107,0.165919,0.155698,0.189044,0.172662
2967,0.161705,0.157069,0.165433,0.155923,0.187394,0.172476
2968,0.16702,0.159509,0.162802,0.155465,0.182571,0.172633
2969,0.15909,0.154536,0.166086,0.15513,0.192206,0.172952
2970,0.169491,0.162069,0.159754,0.155413,0.181213,0.172061
2971,0.162013,0.15723,0.165141,0.156162,0.186819,0.172636
2972,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2973,0.166593,0.160165,0.162548,0.155307,0.183422,0.171965
2974,0.166451,0.160214,0.162682,0.155207,0.183653,0.171793
2975,0.158569,0.154884,0.166279,0.155023,0.192401,0.172845
2976,0.158935,0.15477,0.166323,0.155095,0.191822,0.173056
