TAZ,commercial_commercial,commercial_resident,commercial_industrial,commercial_public,commercial_transport,commercial_other,resident_commercial,resident_resident,resident_industrial,resident_public,resident_transport,resident_other,industrial_commercial,industrial_resident,industrial_industrial,industrial_public,industrial_transport,industrial_other,public_commercial,public_resident,public_industrial,public_public,public_transport,public_other,transport_commercial,transport_resident,transport_industrial,transport_public,transport_transport,transport_other,other_commercial,other_resident,other_industrial,other_public,other_transport,other_other
2233,12.0,2.0,1.0,3.0,2.0,4.0,1.0,14.0,4.0,3.0,0.0,3.0,0.0,5.0,9.0,2.0,0.0,3.0,1.0,2.0,0.0,6.0,1.0,2.0,1.0,4.0,4.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,14.0
2234,8.0,2.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,2.0,1.0,1.0,2.0,2.0,9.0,2.0,1.0,3.0,0.0,4.0,2.0,5.0,1.0,4.0,1.0,2.0,4.0,3.0,8.0,1.0,5.0,4.0,3.0,0.0,4.0,7.0
2235,10.0,4.0,4.0,4.0,3.0,3.0,1.0,8.0,5.0,1.0,0.0,1.0,4.0,0.0,11.0,1.0,3.0,2.0,1.0,3.0,3.0,11.0,3.0,2.0,3.0,4.0,2.0,1.0,11.0,6.0,1.0,1.0,0.0,5.0,2.0,12.0
2236,7.0,1.0,1.0,2.0,0.0,5.0,3.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,7.0,2.0,0.0,0.0,4.0,0.0,3.0,6.0,1.0,5.0,1.0,3.0,2.0,4.0,10.0,1.0,2.0,2.0,1.0,0.0,4.0,5.0
2237,14.0,3.0,1.0,1.0,3.0,5.0,1.0,11.0,0.0,1.0,4.0,1.0,3.0,1.0,7.0,3.0,3.0,2.0,3.0,6.0,2.0,10.0,2.0,3.0,2.0,2.0,4.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,10.0
2238,16.0,1.0,3.0,0.0,1.0,2.0,2.0,6.0,3.0,4.0,1.0,4.0,3.0,3.0,10.0,5.0,1.0,2.0,4.0,0.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,8.0,3.0,3.0,2.0,1.0,1.0,3.0,5.0
2239,8.0,1.0,2.0,4.0,0.0,1.0,0.0,6.0,1.0,0.0,3.0,0.0,3.0,1.0,8.0,2.0,0.0,1.0,2.0,3.0,3.0,5.0,2.0,0.0,1.0,1.0,2.0,2.0,9.0,3.0,3.0,0.0,3.0,1.0,1.0,8.0
2240,12.0,2.0,2.0,3.0,5.0,1.0,2.0,5.0,0.0,2.0,1.0,1.0,2.0,3.0,11.0,2.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,3.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,3.0,10.0
2241,7.0,0.0,5.0,1.0,3.0,3.0,0.0,11.0,4.0,3.0,3.0,0.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,3.0,9.0,1.0,3.0,4.0,2.0,3.0,1.0,10.0,1.0,1.0,2.0,5.0,2.0,1.0,8.0
2242,4.0,1.0,1.0,2.0,4.0,1.0,5.0,16.0,3.0,2.0,1.0,1.0,3.0,5.0,12.0,0.0,5.0,0.0,4.0,1.0,3.0,6.0,1.0,4.0,3.0,0.0,2.0,4.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,4.0
2243,7.0,3.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,4.0,2.0,3.0,1.0,8.0,2.0,4.0,3.0,1.0,1.0,2.0,11.0,2.0,4.0,1.0,0.0,1.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0
2244,10.0,3.0,2.0,4.0,1.0,3.0,1.0,6.0,0.0,3.0,1.0,2.0,2.0,1.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,6.0,0.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,9.0
2245,6.0,2.0,2.0,3.0,4.0,6.0,2.0,8.0,1.0,3.0,5.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,0.0,3.0,3.0,12.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,3.0,2.0,15.0
2246,12.0,0.0,1.0,3.0,1.0,4.0,6.0,10.0,3.0,7.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,8.0,2.0,1.0,5.0,1.0,3.0,2.0,9.0
2247,7.0,2.0,2.0,2.0,5.0,1.0,1.0,7.0,4.0,3.0,3.0,2.0,5.0,1.0,10.0,7.0,0.0,2.0,2.0,1.0,3.0,11.0,2.0,1.0,3.0,0.0,1.0,3.0,9.0,4.0,1.0,1.0,1.0,7.0,3.0,5.0
2248,13.0,3.0,1.0,0.0,2.0,1.0,3.0,12.0,3.0,0.0,1.0,2.0,0.0,1.0,10.0,1.0,7.0,5.0,1.0,4.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,0.0,0.0,1.0,2.0,3.0,6.0
2249,5.0,3.0,2.0,0.0,2.0,0.0,3.0,10.0,3.0,2.0,0.0,1.0,1.0,0.0,6.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,0.0,3.0,1.0,3.0,2.0,2.0,13.0,2.0,6.0,3.0,2.0,2.0,6.0,5.0
2250,7.0,2.0,0.0,5.0,3.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,2.0,2.0,7.0,4.0,5.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,7.0,2.0,2.0,0.0,2.0,6.0,2.0,3.0
2251,8.0,3.0,2.0,5.0,1.0,2.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,3.0,3.0,0.0,2.0,0.0,0.0,8.0,1.0,2.0,2.0,0.0,1.0,0.0,6.0,3.0,0.0,3.0,1.0,2.0,0.0,9.0
2252,5.0,3.0,4.0,4.0,3.0,2.0,2.0,6.0,1.0,4.0,4.0,1.0,1.0,3.0,8.0,1.0,3.0,2.0,3.0,1.0,2.0,9.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,4.0,10.0
2253,11.0,1.0,1.0,2.0,1.0,2.0,0.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,2.0,5.0,4.0,7.0,1.0,1.0,5.0,2.0,6.0,1.0,4.0,1.0,3.0,2.0,3.0,6.0
2254,9.0,2.0,3.0,2.0,0.0,2.0,2.0,7.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,2.0,4.0,2.0,1.0,1.0,0.0,7.0,0.0,1.0,4.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0
2255,4.0,1.0,3.0,2.0,3.0,2.0,2.0,8.0,4.0,2.0,5.0,3.0,2.0,2.0,5.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,1.0,1.0,0.0,2.0,0.0,3.0,7.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0
2256,10.0,0.0,3.0,2.0,4.0,1.0,4.0,8.0,0.0,1.0,5.0,1.0,3.0,0.0,9.0,3.0,5.0,1.0,2.0,2.0,3.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,10.0
2257,6.0,2.0,0.0,4.0,1.0,2.0,1.0,8.0,3.0,1.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,1.0,2.0,1.0,13.0,2.0,1.0,4.0,2.0,3.0,2.0,12.0,1.0,2.0,1.0,1.0,4.0,0.0,10.0
2258,8.0,3.0,1.0,3.0,2.0,1.0,4.0,11.0,3.0,2.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,1.0,0.0,3.0,2.0,3.0,1.0,10.0,4.0,2.0,3.0,2.0,3.0,2.0,10.0
2259,4.0,1.0,0.0,3.0,2.0,4.0,1.0,9.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,1.0,4.0,7.0,2.0,0.0,1.0,2.0,1.0,2.0,13.0,2.0,2.0,0.0,2.0,1.0,3.0,10.0
2260,16.0,3.0,1.0,0.0,0.0,2.0,0.0,8.0,2.0,3.0,3.0,2.0,0.0,2.0,9.0,3.0,2.0,3.0,2.0,2.0,0.0,15.0,3.0,4.0,2.0,1.0,2.0,2.0,12.0,3.0,0.0,3.0,5.0,3.0,0.0,6.0
2261,3.0,3.0,1.0,1.0,2.0,0.0,1.0,17.0,3.0,4.0,3.0,1.0,0.0,2.0,9.0,0.0,2.0,1.0,2.0,4.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,0.0,9.0,3.0,2.0,2.0,3.0,0.0,1.0,10.0
2262,8.0,0.0,1.0,3.0,6.0,0.0,2.0,8.0,4.0,1.0,2.0,1.0,5.0,0.0,11.0,4.0,3.0,0.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,0.0,11.0
2263,8.0,2.0,6.0,0.0,2.0,2.0,2.0,6.0,1.0,3.0,5.0,3.0,3.0,3.0,6.0,4.0,2.0,3.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,14.0,3.0,2.0,0.0,2.0,2.0,3.0,10.0
2264,8.0,1.0,2.0,1.0,2.0,4.0,0.0,8.0,1.0,3.0,2.0,2.0,3.0,1.0,9.0,5.0,3.0,4.0,4.0,2.0,3.0,9.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,6.0
2265,8.0,1.0,2.0,3.0,1.0,3.0,1.0,9.0,2.0,3.0,1.0,1.0,4.0,0.0,6.0,0.0,1.0,6.0,2.0,3.0,2.0,14.0,0.0,2.0,0.0,4.0,1.0,1.0,12.0,1.0,1.0,3.0,7.0,3.0,3.0,9.0
2266,2.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,6.0,3.0,0.0,2.0,2.0,1.0,7.0,3.0,3.0,2.0,1.0,3.0,2.0,11.0,1.0,2.0,1.0,1.0,3.0,3.0,6.0,0.0,1.0,4.0,2.0,2.0,2.0,4.0
2267,7.0,1.0,3.0,0.0,3.0,1.0,1.0,7.0,2.0,7.0,0.0,3.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,1.0,7.0,1.0,3.0,1.0,3.0,4.0,0.0,5.0
2268,9.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,3.0,4.0,5.0,7.0,5.0,2.0,3.0,3.0,1.0,0.0,10.0,3.0,1.0,3.0,1.0,2.0,2.0,6.0
2269,8.0,5.0,3.0,5.0,1.0,2.0,4.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,8.0,4.0,1.0,2.0,1.0,6.0,2.0,10.0
2270,16.0,1.0,2.0,3.0,0.0,4.0,1.0,6.0,1.0,3.0,3.0,4.0,1.0,3.0,12.0,2.0,4.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,2.0,5.0,1.0,0.0,2.0,8.0
2271,14.0,0.0,3.0,2.0,0.0,0.0,3.0,15.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,10.0,3.0,1.0,0.0,4.0,0.0,1.0,8.0,3.0,0.0,1.0,1.0,4.0,1.0,13.0
2272,8.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,0.0,2.0,1.0,2.0,1.0,9.0,2.0,3.0,0.0,2.0,3.0,2.0,12.0,2.0,1.0,3.0,1.0,4.0,0.0,9.0
2273,9.0,1.0,2.0,3.0,1.0,4.0,0.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,1.0,2.0,12.0,3.0,2.0,4.0,2.0,4.0,2.0,9.0,4.0,3.0,6.0,2.0,2.0,2.0,6.0
2274,13.0,0.0,2.0,1.0,4.0,0.0,0.0,7.0,0.0,1.0,5.0,4.0,1.0,3.0,7.0,3.0,0.0,1.0,4.0,2.0,4.0,4.0,0.0,4.0,2.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,2.0,3.0,0.0,14.0
2275,7.0,1.0,2.0,2.0,0.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,2.0,6.0,1.0,8.0,2.0,3.0,0.0,3.0,2.0,0.0,7.0,2.0,3.0,1.0,2.0,0.0,1.0,7.0
2276,9.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,3.0,1.0,2.0,2.0,5.0,2.0,3.0,0.0,1.0,4.0,2.0,7.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0
2277,4.0,0.0,2.0,2.0,0.0,1.0,1.0,5.0,5.0,2.0,0.0,2.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,2.0,8.0,3.0,2.0,5.0,3.0,3.0,5.0,11.0,2.0,3.0,0.0,0.0,2.0,1.0,4.0
2278,7.0,1.0,3.0,1.0,2.0,4.0,2.0,9.0,3.0,1.0,2.0,0.0,2.0,3.0,9.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,0.0,8.0,3.0,3.0,1.0,3.0,1.0,4.0,9.0
2279,5.0,2.0,0.0,2.0,2.0,1.0,1.0,9.0,3.0,3.0,2.0,1.0,1.0,2.0,12.0,2.0,4.0,4.0,1.0,0.0,1.0,7.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,0.0,9.0
2280,7.0,1.0,3.0,3.0,3.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,11.0,1.0,2.0,2.0,0.0,3.0,2.0,12.0,1.0,1.0,5.0,1.0,1.0,3.0,14.0,1.0,1.0,2.0,1.0,4.0,0.0,5.0
2281,7.0,3.0,1.0,2.0,1.0,0.0,3.0,8.0,3.0,1.0,4.0,0.0,2.0,3.0,10.0,0.0,2.0,2.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,0.0,1.0,1.0,3.0,0.0,3.0,6.0
2282,8.0,1.0,0.0,3.0,2.0,6.0,2.0,5.0,2.0,1.0,0.0,4.0,4.0,2.0,7.0,1.0,3.0,6.0,5.0,5.0,2.0,7.0,5.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,5.0
2283,9.0,3.0,1.0,3.0,5.0,2.0,4.0,11.0,0.0,6.0,0.0,2.0,5.0,2.0,7.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,4.0,1.0,7.0,0.0,0.0,3.0,8.0,3.0,4.0,0.0,1.0,2.0,1.0,8.0
2284,4.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,0.0,5.0,7.0,3.0,2.0,2.0,6.0,1.0,5.0,4.0,0.0,3.0,3.0,3.0,2.0,1.0,8.0,3.0,3.0,0.0,2.0,3.0,2.0,9.0
2285,9.0,1.0,1.0,4.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,0.0,3.0,2.0,9.0,3.0,1.0,3.0,3.0,2.0,5.0,10.0,2.0,1.0,3.0,2.0,3.0,1.0,7.0,0.0,4.0,2.0,1.0,1.0,1.0,14.0
2286,9.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,0.0,2.0,2.0,8.0,0.0,2.0,2.0,2.0,4.0,2.0,7.0,3.0,0.0,2.0,0.0,5.0,0.0,9.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0
2287,8.0,1.0,4.0,2.0,4.0,1.0,3.0,10.0,3.0,4.0,2.0,1.0,1.0,3.0,13.0,2.0,5.0,1.0,3.0,1.0,2.0,9.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0
2288,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,0.0,10.0,2.0,5.0,2.0,2.0,6.0,2.0,11.0,2.0,2.0,2.0,0.0,0.0,2.0,9.0
2289,9.0,4.0,1.0,4.0,1.0,3.0,2.0,10.0,2.0,5.0,2.0,2.0,1.0,3.0,7.0,1.0,0.0,3.0,2.0,1.0,4.0,7.0,1.0,3.0,3.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,4.0,3.0,5.0
2290,11.0,6.0,1.0,2.0,1.0,4.0,0.0,6.0,3.0,4.0,3.0,3.0,2.0,4.0,10.0,1.0,2.0,0.0,2.0,1.0,1.0,6.0,3.0,6.0,2.0,3.0,2.0,3.0,6.0,2.0,0.0,4.0,2.0,1.0,2.0,5.0
2291,11.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,7.0,3.0,3.0,1.0,2.0,0.0,4.0,8.0,1.0,2.0,2.0,2.0,4.0,1.0,12.0,3.0,2.0,1.0,4.0,2.0,0.0,9.0
2292,6.0,3.0,4.0,4.0,3.0,3.0,3.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,2.0,0.0,4.0,3.0,3.0,8.0,3.0,1.0,1.0,2.0,2.0,0.0,9.0,1.0,2.0,0.0,4.0,1.0,4.0,8.0
2293,9.0,0.0,2.0,1.0,2.0,4.0,1.0,10.0,2.0,3.0,3.0,3.0,2.0,4.0,8.0,2.0,1.0,4.0,1.0,3.0,1.0,9.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,6.0,1.0,1.0,2.0,2.0,0.0,8.0
2294,8.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,4.0,13.0,1.0,4.0,3.0,1.0,4.0,2.0,9.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0
2295,13.0,2.0,0.0,4.0,1.0,1.0,0.0,8.0,2.0,3.0,4.0,1.0,0.0,1.0,7.0,4.0,2.0,6.0,4.0,3.0,3.0,9.0,3.0,1.0,3.0,3.0,0.0,3.0,5.0,4.0,4.0,0.0,1.0,3.0,4.0,6.0
2296,3.0,1.0,2.0,2.0,4.0,0.0,0.0,7.0,1.0,1.0,5.0,7.0,3.0,2.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,0.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,4.0,3.0,7.0
2297,8.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,1.0,3.0,0.0,2.0,3.0,4.0,6.0,8.0,3.0,1.0,3.0,6.0,4.0,10.0,5.0,2.0,2.0,0.0,3.0,0.0,13.0
2298,7.0,0.0,2.0,5.0,0.0,1.0,2.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,9.0,3.0,1.0,3.0,2.0,4.0,1.0,9.0,3.0,6.0,4.0,1.0,4.0,2.0,6.0,0.0,1.0,3.0,4.0,1.0,2.0,5.0
2299,9.0,1.0,4.0,1.0,0.0,1.0,2.0,7.0,4.0,1.0,3.0,4.0,0.0,1.0,8.0,3.0,0.0,3.0,2.0,3.0,1.0,9.0,0.0,2.0,3.0,3.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0
2300,9.0,1.0,1.0,2.0,1.0,1.0,2.0,16.0,3.0,3.0,1.0,2.0,2.0,0.0,6.0,0.0,3.0,6.0,3.0,2.0,2.0,10.0,3.0,1.0,0.0,0.0,3.0,0.0,7.0,2.0,2.0,5.0,4.0,2.0,1.0,5.0
2301,6.0,1.0,0.0,1.0,3.0,2.0,1.0,8.0,0.0,4.0,2.0,2.0,3.0,3.0,8.0,4.0,2.0,2.0,2.0,3.0,2.0,10.0,2.0,1.0,1.0,3.0,4.0,6.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,9.0
2302,5.0,0.0,1.0,2.0,2.0,2.0,4.0,11.0,2.0,1.0,1.0,2.0,2.0,1.0,11.0,2.0,0.0,3.0,3.0,2.0,0.0,7.0,4.0,3.0,3.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,5.0,2.0,8.0
2303,7.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,5.0,0.0,3.0,2.0,0.0,9.0,2.0,1.0,1.0,3.0,1.0,1.0,11.0,2.0,3.0,0.0,3.0,6.0,1.0,10.0,5.0,0.0,2.0,2.0,2.0,2.0,8.0
2304,3.0,1.0,0.0,3.0,5.0,4.0,0.0,7.0,1.0,2.0,0.0,3.0,1.0,3.0,11.0,2.0,2.0,0.0,2.0,4.0,1.0,9.0,3.0,4.0,1.0,3.0,2.0,0.0,5.0,3.0,3.0,1.0,1.0,0.0,3.0,10.0
2305,2.0,2.0,3.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,6.0,3.0,0.0,1.0,1.0,6.0,2.0,11.0,2.0,4.0,1.0,3.0,2.0,1.0,12.0,1.0,1.0,0.0,2.0,2.0,4.0,11.0
2306,12.0,5.0,1.0,1.0,1.0,5.0,3.0,8.0,7.0,4.0,2.0,3.0,3.0,1.0,7.0,5.0,0.0,2.0,2.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,0.0,11.0,2.0,5.0,2.0,2.0,2.0,0.0,7.0
2307,6.0,6.0,5.0,1.0,2.0,3.0,3.0,13.0,3.0,3.0,2.0,3.0,1.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,1.0,2.0,9.0,1.0,2.0,4.0,2.0,1.0,4.0,14.0
2308,5.0,3.0,2.0,2.0,0.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0,2.0,1.0,8.0,2.0,2.0,4.0,3.0,2.0,1.0,13.0,0.0,1.0,1.0,5.0,3.0,3.0,12.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0
2309,10.0,2.0,2.0,2.0,3.0,0.0,2.0,7.0,5.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,4.0,2.0,1.0,9.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0
2310,9.0,1.0,1.0,2.0,0.0,2.0,2.0,8.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,10.0,0.0,1.0,2.0,3.0,1.0,4.0,9.0,1.0,1.0,3.0,0.0,4.0,0.0,8.0
2311,8.0,2.0,5.0,1.0,2.0,0.0,1.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,8.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,9.0
2312,3.0,1.0,3.0,2.0,0.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,0.0,2.0,7.0,0.0,1.0,3.0,4.0,3.0,1.0,10.0,5.0,2.0,3.0,1.0,4.0,2.0,8.0,3.0,1.0,3.0,4.0,1.0,2.0,7.0
2313,8.0,3.0,3.0,1.0,4.0,1.0,1.0,5.0,6.0,1.0,4.0,0.0,4.0,2.0,8.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0
2314,7.0,3.0,1.0,1.0,4.0,3.0,0.0,5.0,2.0,0.0,0.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,9.0,2.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,3.0,2.0,2.0,3.0,1.0,10.0
2315,16.0,2.0,3.0,2.0,2.0,3.0,1.0,9.0,3.0,3.0,2.0,4.0,7.0,2.0,9.0,2.0,8.0,3.0,1.0,4.0,1.0,6.0,1.0,2.0,4.0,1.0,1.0,3.0,13.0,1.0,2.0,3.0,0.0,3.0,3.0,4.0
2316,9.0,4.0,3.0,4.0,5.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,8.0,0.0,4.0,0.0,2.0,2.0,1.0,10.0,3.0,3.0,0.0,1.0,3.0,0.0,8.0,0.0,1.0,1.0,1.0,4.0,4.0,7.0
2317,8.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,8.0,1.0,4.0,4.0,0.0,2.0,4.0,5.0,0.0,1.0,0.0,4.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0
2318,11.0,3.0,1.0,2.0,5.0,2.0,1.0,6.0,5.0,2.0,1.0,0.0,7.0,0.0,12.0,1.0,1.0,0.0,3.0,1.0,2.0,11.0,5.0,1.0,5.0,4.0,2.0,3.0,5.0,2.0,1.0,3.0,0.0,3.0,1.0,8.0
2319,8.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,0.0,2.0,2.0,2.0,1.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,4.0,2.0,3.0,1.0,1.0,3.0,15.0
2320,7.0,1.0,1.0,4.0,4.0,1.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,3.0,8.0,1.0,0.0,5.0,3.0,1.0,5.0,8.0,2.0,1.0,2.0,6.0,1.0,1.0,6.0,0.0,1.0,4.0,1.0,4.0,4.0,8.0
2321,11.0,1.0,1.0,1.0,2.0,1.0,3.0,13.0,0.0,0.0,4.0,1.0,5.0,1.0,9.0,1.0,3.0,3.0,0.0,2.0,3.0,8.0,2.0,2.0,4.0,3.0,4.0,1.0,8.0,4.0,3.0,3.0,1.0,0.0,1.0,8.0
2322,8.0,4.0,2.0,2.0,3.0,2.0,4.0,11.0,3.0,1.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0,0.0,13.0,3.0,1.0,3.0,1.0,2.0,3.0,9.0,2.0,1.0,0.0,1.0,1.0,3.0,7.0
2323,16.0,1.0,6.0,1.0,3.0,2.0,4.0,5.0,6.0,1.0,3.0,6.0,2.0,0.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,8.0,0.0,1.0,0.0,1.0,1.0,5.0,10.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0
2324,15.0,0.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,0.0,2.0,2.0,5.0,1.0,9.0,5.0,5.0,2.0,0.0,0.0,3.0,9.0,3.0,1.0,2.0,2.0,0.0,3.0,5.0,1.0,4.0,1.0,0.0,2.0,5.0,10.0
2325,10.0,4.0,4.0,1.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,2.0,11.0,4.0,2.0,1.0,6.0,2.0,4.0,6.0,2.0,1.0,2.0,2.0,3.0,1.0,6.0
